LMC0309* 0.08  0.25   7.40      1  4 58 22 -69 48 11 12.05  0.10 KMHK378
LMC0312  0.05  0.62   8.10      1  4 58 39 -66 25 46 12.94  0.12 NGC1776,SL145,ESO85SC28,KMHK374
LMC0316  0.105 0.52   8.70      1  4 58 54 -72 22 44 14.73  0.13 SL157,LW109,KMHK398
LMC0318  0.02  0.35   8.50      1  4 58 59 -66 47 43 14.95  0.12 SL147,KMHK380
LMC0326  0.15  0.65   7.10/8.10 3  4 59 14 -70 15 24 11.51  0.13 SL158,KMHK397
LMC0330  0.05  0.70   8.60      1  4 59 19 -65 33 30 15.14  0.12 SL152,LW108,KMHK384
LMC0331  0.05  0.70   8.20      2  4 59 20 -66 19 07 11.58  0.12 SL153,KMHK387
LMC0333  0.15  0.52   8.10      1  4 59 27 -70 24 58 13.97  0.13 SL160,KMHK402
LMC0334* 0.10  0.41   8.40      2  4 59 37 -66 49 28 15.15  0.12 SL156,KMHK394
LMC0335  0.20  0.60   8.00      2  4 59 38 -69 33 27 12.10  0.12 NGC1793,SL163,ESO56SC43,:KMHK405
LMC0338  0.15  0.31   8.50      1  4 59 48 -68 18 56 15.79  0.12 KMHK403
LMC0339  0.15  0.35   8.40      1  4 59 48 -68 57 32 14.61  0.13 HS80,KMHK408
LMC0341  0.15  0.52   8.60      1  4 59 53 -67 55 25 13.99  0.10 SL162,H88-79,KMHK406
LMC0342* 0.15  0.30   7.50      1  4 59 57 -67 48 17 12.92  0.11 BRHT62b
LMC0343  0.10  0.45   7.70      2  4 59 58 -66 11 19 13.72  0.11 SL161,KMHK401
LMC0344* 0.10  0.45   8.00      2  5 00 05 -67 48 03 14.03  0.11 BRHT62a,H88-84,KMHK412
LMC0345  0.10  0.28   8.00      1  5 00 09 -65 45 00 13.87  0.11 H88-77
LMC0346  0.07  0.38   8.60      2  5 00 10 -65 25 26 15.11  0.14 LW112,KMHK404
LMC0350  0.03  0.40   8.20      1  5 00 18 -65 28 42 14.07  0.13 LW113,KMHK410
LMC0352* 0.03  0.40   8.40      1  5 00 22 -70 56 40 14.57  0.11 SL169,BRHT26a,KMHK430
LMC0355  0.03  0.35   7.80      1  5 00 30 -68 27 24 12.71  0.13 KMHK424
LMC0356* 0.06  0.43   8.35      1  5 00 33 -70 56 54 14.82  0.11 SL171,BRHT26b,KMHK434
LMC0360  0.03  0.67   8.50      2  5 00 41 -66 53 37 13.59  0.12 SL167,KMHK422
LMC0362  0.08  0.55   8.30      2  5 00 44 -65 27 18 12.21  0.13 SL168,LW114,KMHK418
LMC0363  0.10  0.36   7.80      1  5 00 50 -71 03 16 13.57  0.11 SL175
LMC0365  0.05  0.35   8.40      1  5 00 51 -65 49 48 13.44  0.11 HS84,KMHK425
LMC0369  0.20  0.45   7.80      2  5 01 04 -69 04 57 11.67  0.13 NGC1804,SL172,ESO56SC46
LMC0374  0.05  0.43   8.40      1  5 01 14 -67 32 18 14.87  0.11 H88-90,KMHK438
LMC0376  0.05  0.35   7.50      2  5 01 21 -65 55 22 13.83  0.12 H88-91,KMHK437
LMC0381  0.05  0.48   8.20      2  5 01 28 -68 42 47 13.00  0.14 SL176,KMHK448
LMC0383  0.05  0.47   8.20      2  5 01 33 -71 37 50 14.77  0.11 SL183,KMHK460
LMC0386  0.10  0.57   8.50      2  5 01 45 -67 05 38 14.02  0.11 SL179,KMHK449
LMC0387  0.07  0.55   7.50      2  5 01 45 -65 49 26 11.84  0.12 SL178,ESO85SC31,KMHK445
LMC0401  0.05  0.85   7.60      1  5 02 21 -66 06 42 10.08  0.12 NGC1805,SL186,ESO85SC32,KMHK459
LMC0403* 0.05  0.55   7.80      1  5 02 27 -70 37 15 11.93  0.13 NGC1815,SL189,ESO56SC49,KMHK469
LMC0406  0.05  0.38   8.30      1  5 02 30 -66 00 42 14.90  0.12 HS93,KMHK463
