|              Name | RAh | RAm |  RAs | DE- | DEd | DEm | DEs | TT |  SFRa |  KLum |    DM |   Dist |  n_clust |                                  reference |  
|           NGC4861 |  12 |  59 |  2.0 |   + |  34 |  51 |  37 |  9 | -0.52 |  8.86 | 29.32 |  7.311 |          |                                            |
|             KK176 |  12 |  59 | 56.3 |   - |  19 |  24 |  47 | 10 |   0.0 |  7.39 | 29.19 |  6.887 |          |                                            |
|           UGCA319 |  13 |   2 | 14.4 |   - |  17 |  14 |  15 | 10 |  -3.1 |  8.22 | 29.32 |  7.311 |          |                                            |
|             KK177 |  13 |   2 | 41.9 |   + |  21 |  59 |  51 | -2 |   0.0 |  7.34 | 28.22 |  4.406 |          |                                            |
|            DDO161 |  13 |   3 | 16.8 |   - |  17 |  25 |  23 |  8 | -1.11 |  8.91 | 29.32 |  7.311 |          |                                            |
|        ESO269-037 |  13 |   3 | 33.6 |   - |  46 |  35 |   3 | 10 | -4.31 |  7.05 | 27.71 |  3.483 |          |                                            |
|             KK180 |  13 |   4 | 29.9 |   + |  17 |  45 |  32 | -2 |   0.0 |  7.36 | 28.22 |  4.406 |          |                                            |
|             KK182 |  13 |   5 |  2.9 |   - |  40 |   4 |  58 | 10 | -3.28 |  7.46 | 28.81 |  5.781 |          |                                            |
|           NGC4945 |  13 |   5 | 26.1 |   - |  49 |  28 |  16 |  6 |  0.05 | 10.74 |  27.9 |  3.802 |          |                                            |
|            KDG218 |  13 |   5 | 44.0 |   - |   7 |  45 |  20 | -1 |   0.0 |  7.71 | 28.49 |  4.989 |          |                                            |
|            IC4182 |  13 |   5 | 49.3 |   + |  37 |  36 |  21 |  8 | -1.53 |  8.77 | 28.36 |  4.699 |          |                                            |
|            DDO165 |  13 |   6 | 26.8 |   + |  67 |  42 |  15 |  9 | -2.63 |  8.18 |  28.3 |  4.571 |          |                                            |
|    MCG -03-34-002 |  13 |   7 | 56.6 |   - |  16 |  41 |  21 |  9 |   0.0 |   8.1 | 29.49 |  7.907 |          |                                            |
|          UGC08215 |  13 |   8 |  3.6 |   + |  46 |  49 |  41 | 10 | -3.47 |  7.17 | 28.29 |   4.55 |          |                                            |
|    MCG -04-31-038 |  13 |   9 | 36.6 |   - |  27 |   8 |  26 | 10 |   0.0 |  8.79 | 29.46 |  7.798 |          |                                            |
|        ESO269-058 |  13 |  10 | 32.9 |   - |  46 |  59 |  27 |  9 | -3.49 |  8.87 |  27.9 |  3.802 |          |                                            |
|       [KK2000] 53 |  13 |  11 | 14.2 |   - |  38 |  54 |  22 | -3 |   0.0 |   7.3 | 27.78 |  3.597 |          |                                            |
|           NGC5023 |  13 |  12 | 11.9 |   + |  44 |   2 |  19 |  7 | -1.23 |  9.08 |  29.1 |  6.607 |          |                                            |
|             KK189 |  13 |  12 | 45.0 |   - |  41 |  49 |  55 | -3 | -5.27 |   7.3 | 28.12 |  4.207 |          |                                            |
|      CGCG 217-018 |  13 |  12 | 51.8 |   + |  40 |  32 |  35 |  9 | -2.08 |  8.12 |  29.6 |  8.318 |          |                                            |
|        ESO269-066 |  13 |  13 |  9.2 |   - |  44 |  53 |  24 | -1 | -5.37 |  8.44 | 27.91 |  3.819 |          |                                            |
|          NGC5011C |  13 |  13 | 11.9 |   - |  43 |  15 |  56 | -1 |   0.0 |  7.95 | 27.78 |  3.597 |          |                                            |
|            DDO167 |  13 |  13 | 22.8 |   + |  46 |  19 |  11 | 10 | -2.88 |  7.18 | 28.11 |  4.188 |          |                                            |
|             KK191 |  13 |  13 | 39.7 |   + |  42 |   2 |  39 | 10 |   0.0 |  6.55 | 28.89 |  5.998 |          |                                            |
|            DDO168 |  13 |  14 | 28.6 |   + |  45 |  55 |  10 | 10 | -2.11 |  8.14 | 28.18 |  4.325 |          |                                            |
|          DDO169NW |  13 |  15 | 20.1 |   + |  47 |  32 |  37 | 10 |   0.0 |  6.31 | 28.12 |  4.207 |          |                                            |
|            DDO169 |  13 |  15 | 30.7 |   + |  47 |  29 |  47 | 10 |  -2.7 |  7.73 | 28.22 |  4.406 |          |                                            |
|             KK193 |  13 |  15 | 31.2 |   + |  41 |  30 |   5 | 10 |   0.0 |   6.7 | 29.75 |  8.913 |          |                                            |
|           NGC5055 |  13 |  15 | 49.3 |   + |  42 |   1 |  45 |  4 |   0.2 | 10.99 | 29.77 |  8.995 |          |                                            |
|             KK194 |  13 |  17 | 19.5 |   + |  44 |  23 |  48 | 10 |   0.0 |  7.24 |  30.0 |   10.0 |          |                                            |
|           NGC5068 |  13 |  18 | 55.3 |   - |  21 |   2 |  21 |  6 | -0.28 |  9.78 | 28.68 |  5.445 |          |                                            |
|         AGC732602 |  13 |  21 |  4.8 |   + |  24 |   8 |  36 | 10 |   0.0 |  7.14 | 29.29 |  7.211 |          |                                            |
|             KK195 |  13 |  21 |  8.2 |   - |  31 |  31 |  47 | 10 | -5.13 |  6.96 | 28.59 |  5.224 |          |                                            |
|       [KK2000] 54 |  13 |  21 | 32.4 |   - |  31 |  53 |  11 | 10 | -5.23 |  6.44 | 28.31 |  4.592 |          |                                            |
|             KK196 |  13 |  21 | 47.1 |   - |  45 |   3 |  48 | 10 |   0.0 |  7.14 |  28.0 |  3.981 |          |                                            |
|           NGC5102 |  13 |  21 | 57.8 |   - |  36 |  37 |  47 |  1 | -2.06 |  9.63 | 27.66 |  3.404 |          |                                            |
|             KK197 |  13 |  22 |  1.8 |   - |  42 |  32 |   8 | -3 |  -5.3 |  8.12 | 27.94 |  3.873 |          |                                            |
|       [KK2000] 55 |  13 |  22 | 12.4 |   - |  42 |  43 |  51 | -3 | -5.29 |   7.0 | 27.98 |  3.945 |          |                                            |
|             KK198 |  13 |  22 | 56.1 |   - |  33 |  34 |  22 | -3 | -5.23 |  7.34 | 28.31 |  4.592 |          |                                            |
|        AM1320-230 |  13 |  23 | 29.9 |   - |  23 |  23 |  35 | -3 | -5.22 |  7.41 | 28.31 |  4.592 |          |                                            |
|             KK200 |  13 |  24 | 36.0 |   - |  30 |  58 |  20 | 10 | -4.28 |  7.29 | 28.33 |  4.634 |          |                                            |
|           NGC5128 |  13 |  25 | 28.9 |   - |  43 |   1 |   0 | -2 | -0.04 | 10.91 | 27.87 |   3.75 |          |                                            |
|            IC4247 |  13 |  26 | 44.4 |   - |  30 |  21 |  45 | 10 | -2.82 |  8.21 | 28.48 |  4.966 |          |                                            |
|             KK203 |  13 |  27 | 28.1 |   - |  45 |  21 |   9 | 10 |   0.0 |  6.46 | 27.78 |  3.597 |          |                                            |
|        ESO324-024 |  13 |  27 | 37.4 |   - |  41 |  28 |  50 |  8 | -1.84 |  8.33 | 27.86 |  3.733 |          |                                            |
|              CVnI |  13 |  28 |  3.5 |   + |  33 |  33 |  21 | -3 |   0.0 |   6.1 | 21.75 |  0.224 |          |                                            |
|     LV J1328+4937 |  13 |  28 | 31.2 |   + |  49 |  37 |  38 | 10 |   0.0 |  7.16 | 29.52 |  8.017 |          |                                            |
|         PGC170257 |  13 |  29 | 21.0 |   - |  21 |  10 |  45 |  9 |   0.0 |  7.92 | 29.06 |  6.486 |          |                                            |
|           NGC5204 |  13 |  29 | 36.4 |   + |  58 |  25 |   4 |  8 | -1.11 |  8.85 | 28.34 |  4.656 |          |                                            |
|           NGC5194 |  13 |  29 | 52.7 |   + |  47 |  14 |   4 |  5 |  0.48 | 10.97 | 29.62 |  8.395 |          |                                            |
|           NGC5195 |  13 |  29 | 58.7 |   + |  47 |  16 |   5 |  0 | -0.54 | 10.59 | 29.42 |  7.656 |          |                                            |
|          UGC08508 |  13 |  30 | 44.4 |   + |  54 |  54 |  36 | 10 | -2.65 |  7.55 | 27.15 |  2.692 |          |                                            |
|           UGCA361 |  13 |  32 | 36.2 |   + |  49 |  49 |  49 | -1 |   0.0 |  8.09 | 29.52 |  8.017 |          |                                            |
|           NGC5206 |  13 |  33 | 43.9 |   - |  48 |   9 |   4 | -3 | -4.33 |  9.02 |  27.7 |  3.467 |          |                                            |
|           NGC5229 |  13 |  34 |  2.9 |   + |  47 |  54 |  55 |  7 | -1.59 |  8.47 | 29.52 |  8.017 |          |                                            |
|           NGC5238 |  13 |  34 | 42.7 |   + |  51 |  36 |  50 | 10 | -1.96 |  8.02 | 28.27 |  4.508 |          |                                            |
|        ESO270-017 |  13 |  34 | 47.3 |   - |  45 |  32 |  51 |  8 | -1.38 |  9.18 | 27.78 |  3.597 |          |                                            |
|           UGCA365 |  13 |  36 | 30.8 |   - |  29 |  14 |  11 | 10 | -4.45 |   7.7 |  28.6 |  5.248 |          |                                            |
|             KK208 |  13 |  36 | 35.5 |   - |  29 |  34 |  15 | -3 | -5.24 |  8.65 | 28.35 |  4.677 |          |                                            |
|           NGC5236 |  13 |  37 |  0.1 |   - |  29 |  52 |   4 |  5 |  0.45 | 10.86 | 28.46 |   4.92 |          |                                            |
|   HIDEEP J1337-33 |  13 |  37 |  0.6 |   - |  33 |  21 |  47 | 10 | -4.85 |   6.7 |  28.2 |  4.365 |          |                                            |
|        ESO444-084 |  13 |  37 | 20.2 |   - |  28 |   2 |  46 | 10 | -2.53 |  7.61 | 28.32 |  4.613 |          |                                            |
|   HIPASS J1337-39 |  13 |  37 | 25.1 |   - |  39 |  53 |  52 | 10 | -4.74 |  7.17 | 28.42 |  4.831 |          |                                            |
|           NGC5237 |  13 |  37 | 38.9 |   - |  42 |  50 |  51 |  9 | -2.24 |  8.45 | 27.66 |  3.404 |          |                                            |
|          UGC08638 |  13 |  39 | 19.4 |   + |  24 |  46 |  33 | 10 | -2.42 |  7.96 | 28.15 |  4.266 |          |                                            |
|            DDO181 |  13 |  39 | 53.8 |   + |  40 |  44 |  21 | 10 | -2.64 |  7.53 | 27.39 |  3.006 |          |                                            |
|           NGC5253 |  13 |  39 | 55.8 |   - |  31 |  38 |  24 |  8 |  -0.6 |  9.11 | 27.76 |  3.565 |          |                                            |
|            IC4316 |  13 |  40 | 18.1 |   - |  28 |  53 |  40 | 10 | -2.62 |  8.22 | 28.22 |  4.406 |          |                                            |
|           NGC5264 |  13 |  41 | 37.0 |   - |  29 |  54 |  50 |  8 | -1.97 |  8.83 | 28.28 |  4.529 |          |                                            |
|             KK211 |  13 |  42 |  5.6 |   - |  45 |  12 |  18 | -2 | -5.41 |  7.72 | 27.77 |  3.581 |          |                                            |
|            DDO182 |  13 |  42 | 32.6 |   + |  39 |  39 |  30 | 10 | -2.11 |  7.89 | 29.75 |  8.913 |          |                                            |
|             KK213 |  13 |  43 | 35.8 |   - |  43 |  46 |   9 | -3 | -5.41 |  7.04 |  27.8 |  3.631 |          |                                            |
|        ESO325-011 |  13 |  45 |  0.8 |   - |  41 |  51 |  32 | 10 | -1.88 |  7.86 | 27.66 |  3.404 |          |                                            |
|       [KK2000] 58 |  13 |  46 |  0.8 |   - |  36 |  19 |  44 | -3 | -5.45 |  7.21 | 27.78 |  3.597 |          |                                            |
|             KK218 |  13 |  46 | 39.5 |   - |  29 |  58 |  45 | -3 | -5.24 |  7.34 | 28.31 |  4.592 |          |                                            |
|        ESO383-087 |  13 |  49 | 18.8 |   - |  36 |   3 |  41 |  8 | -1.42 |  9.12 | 27.69 |  3.451 |          |                                            |
|            DDO183 |  13 |  50 | 51.1 |   + |  38 |   1 |  16 | 10 | -3.15 |  7.52 | 27.54 |  3.221 |          |                                            |
|            KDG229 |  13 |  53 | 41.6 |   + |  60 |   3 |   4 | 10 |   0.0 |  7.48 | 29.52 |  8.017 |          |                                            |
|             KKH86 |  13 |  54 | 33.6 |   + |   4 |  14 |  35 | 10 | -6.05 |  6.51 | 27.06 |  2.582 |          |                                            |
|            HolmIV |  13 |  54 | 45.1 |   + |  53 |  54 |  17 |  8 | -1.69 |  8.61 | 29.29 |  7.211 |          |                                            |
|          UGC08833 |  13 |  54 | 48.7 |   + |  35 |  50 |  15 | 10 | -3.39 |  7.37 | 27.45 |   3.09 |          |                                            |
|             KK227 |  13 |  56 | 10.1 |   + |  40 |  18 |  12 | -2 |   0.0 |  7.97 |  30.0 |   10.0 |          |                                            |
|        ESO384-016 |  13 |  57 |  1.6 |   - |  35 |  20 |   2 |  9 | -4.64 |  7.83 | 28.28 |  4.529 |          |                                            |
|         BootesIII |  13 |  57 |  7.4 |   + |  26 |  46 |  30 | -3 |   0.0 |  5.29 | 18.35 |  0.047 |          |                                            |
|          UGC08882 |  13 |  57 | 14.6 |   + |  54 |   6 |   3 | -1 | -4.22 |  7.67 |  29.6 |  8.318 |          |                                            |
|          BootesII |  13 |  58 |  0.0 |   + |  12 |  50 |   0 | -2 |   0.0 |   3.7 |  18.1 |  0.042 |          |                                            |
|           BootesI |  14 |   0 |  0.0 |   + |  14 |  30 |   0 | -2 |   0.0 |  5.15 | 19.07 |  0.065 |          |                                            |
|           NGC5398 |  14 |   1 | 22.2 |   - |  33 |   3 |  52 |  7 | -1.42 |   9.0 | 29.54 |  8.091 |          |                                            |
|        MESSIER101 |  14 |   3 | 12.8 |   + |  54 |  21 |   2 |  6 |  0.52 | 10.85 | 29.34 |  7.379 |          |                                            |
|           NGC5408 |  14 |   3 | 21.5 |   - |  41 |  22 |  35 |  9 | -0.92 |  8.49 | 28.41 |  4.808 |          |                                            |
|           NGC5474 |  14 |   5 |  2.1 |   + |  53 |  39 |  47 |  8 | -0.86 |  9.23 | 29.29 |  7.211 |          |                                            |
|           NGC5477 |  14 |   5 | 33.1 |   + |  54 |  27 |  39 |  9 | -1.51 |  8.37 | 29.43 |  7.691 |          |                                            |
|             KK230 |  14 |   7 | 10.7 |   + |  35 |   3 |  37 | 10 |  -5.5 |  6.15 | 26.65 |  2.138 |          |                                            |
|          CIRCINUS |  14 |  13 |  9.3 |   - |  65 |  20 |  21 |  3 |  0.04 |  10.6 | 28.12 |  4.207 |          |                                            |
|             KKH87 |  14 |  15 |  9.4 |   + |  57 |   5 |  15 | 10 | -2.72 |  7.55 | 29.29 |  7.211 |          |                                            |
|            DDO187 |  14 |  15 | 56.5 |   + |  23 |   3 |  19 | 10 | -4.01 |  7.02 | 26.72 |  2.208 |          |                                            |
|             KKR08 |  14 |  19 | 14.8 |   + |   3 |   7 |  26 | -2 |   0.0 |  7.62 | 29.52 |  8.017 |          |                                            |
|           NGC5585 |  14 |  19 | 48.3 |   + |  56 |  43 |  49 |  7 | -1.08 |  9.03 | 28.78 |  5.702 |          |                                            |
|            DDO190 |  14 |  24 | 43.5 |   + |  44 |  31 |  33 |  9 | -2.66 |   7.9 | 27.19 |  2.742 |          |                                            |
|         PGC051659 |  14 |  28 |  3.7 |   - |  46 |  18 |   6 | 10 | -3.59 |   7.5 | 27.77 |  3.581 |          |                                            |
|   Centaurus A-dE5 |  14 |  30 |  5.0 |   - |  33 |  28 |  45 | 10 | -4.64 |  6.92 | 29.77 |  8.995 |          |                                            |
|        ESO222-010 |  14 |  35 |  3.0 |   - |  49 |  25 |  18 | 10 | -2.37 |  7.69 | 28.82 |  5.808 |          |                                            |
|            DDO194 |  14 |  35 | 24.6 |   + |  57 |  15 |  24 |  8 | -3.07 |  8.37 | 29.52 |  8.017 |          |                                            |
|           MRK0475 |  14 |  39 |  5.4 |   + |  36 |  48 |  22 |  9 | -1.58 |  7.64 | 29.82 |  9.204 |          |                                            |
|        ESO223-009 |  15 |   1 |  8.5 |   - |  48 |  17 |  33 | 10 | -0.97 |   9.2 | 29.06 |  6.486 |          |                                            |
|          UGC09660 |  15 |   1 |  9.3 |   + |  44 |  41 |  53 |  9 |  -2.1 |  8.36 | 29.35 |  7.413 |          |                                            |
|              UMin |  15 |   9 | 11.3 |   + |  67 |  12 |  52 | -3 |   0.0 |   5.8 | 18.89 |   0.06 |          |                                            |
|        ESO274-001 |  15 |  14 | 13.5 |   - |  46 |  48 |  45 |  7 | -1.26 |  9.01 | 27.45 |   3.09 |          |                                            |
|          UGC09992 |  15 |  41 | 47.8 |   + |  67 |  15 |  15 | 10 | -2.34 |  7.88 | 29.32 |  7.311 |          |                                            |
|             KKR25 |  16 |  13 | 47.6 |   + |  54 |  22 |  16 | -1 | -5.11 |  6.71 | 26.35 |  1.862 |          |                                            |
|        ESO137-018 |  16 |  20 | 59.3 |   - |  60 |  29 |  15 |  6 | -1.23 |  9.62 | 29.03 |  6.397 |          |                                            |
|          Hercules |  16 |  31 |  2.0 |   + |  12 |  47 |  30 | -3 |   0.0 |  5.39 | 20.84 |  0.147 |          |                                            |
|            KDG235 |  17 |   0 | 25.3 |   + |  70 |  17 |  24 | 10 | -3.39 |  7.64 | 30.13 | 10.617 |          |                                            |
|             Draco |  17 |  20 |  1.4 |   + |  57 |  54 |  34 | -3 |   0.0 |  6.45 | 19.52 |   0.08 |          |                                            |
|            IC4662 |  17 |  47 |  6.3 |   - |  64 |  38 |  25 |  9 | -1.16 |  8.69 | 26.94 |  2.443 |          |                                            |
|           NGC6503 |  17 |  49 | 27.6 |   + |  70 |   8 |  41 |  6 | -0.52 |  9.86 | 28.61 |  5.272 |          |                                            |
|        ESO104-022 |  18 |  55 | 41.2 |   - |  64 |  48 |  39 | 10 | -2.02 |   7.8 | 29.13 |  6.699 |          |                                            |
|       [KK2000] 70 |  19 |   6 | 58.9 |   - |  63 |  57 |  57 | 10 |   0.0 |  7.09 |  29.6 |  8.318 |          |                                            |
|       [KK2000] 71 |  19 |   8 | 44.0 |   - |  63 |  43 |  53 | 10 |   0.0 |  8.13 |  29.6 |  8.318 |          |                                            |
|           NGC6744 |  19 |   9 | 45.9 |   - |  63 |  51 |  28 |  4 |  0.24 | 10.79 |  29.6 |  8.318 |          |                                            |
|        ESO104-044 |  19 |  11 | 23.1 |   - |  64 |  13 |   9 | 10 | -2.75 |  8.17 |  29.6 |  8.318 |          |                                            |
|       [KK2000] 72 |  19 |  12 | 22.9 |   - |  63 |  51 |  22 | 10 |   0.0 |   7.0 |  29.6 |  8.318 |          |                                            |
|           NGC6789 |  19 |  16 | 41.8 |   + |  63 |  58 |  22 |  9 | -2.59 |  7.96 |  27.8 |  3.631 |          |                                            |
|           Sag dIr |  19 |  29 | 59.0 |   - |  17 |  40 |  41 | 10 | -4.07 |  6.51 | 25.09 |  1.042 |          |                                            |
|            IC4870 |  19 |  37 | 37.6 |   - |  65 |  48 |  43 |  9 | -1.46 |  8.21 | 29.32 |  7.311 |          |                                            |
|           NGC6822 |  19 |  44 | 57.7 |   - |  14 |  48 |  11 | 10 | -1.94 |  8.34 | 23.49 |  0.499 |          |                                            |
|             KK246 |  20 |   3 | 57.4 |   - |  31 |  40 |  54 | 10 |   0.0 |  7.82 | 29.47 |  7.834 |          |                                            |
|            IC4951 |  20 |   9 | 31.8 |   - |  61 |  51 |   2 |  8 |  -1.4 |  8.92 | 29.96 |  9.817 |          |                                            |
|          UGC11583 |  20 |  30 | 15.3 |   + |  60 |  26 |  25 | 10 | -2.72 |  7.98 | 28.85 |  5.888 |          |                                            |
|             KK251 |  20 |  30 | 32.0 |   + |  60 |  21 |  13 | 10 | -2.71 |   7.7 | 28.85 |  5.888 |          |                                            |
|             KK252 |  20 |  31 | 32.6 |   + |  60 |  48 |  48 | 10 | -2.86 |  7.89 | 28.85 |  5.888 |          |                                            |
|           NGC6946 |  20 |  34 | 51.1 |   + |  60 |   9 |  15 |  6 |  0.39 | 10.76 | 28.85 |  5.888 |          |                                            |
|             KKR55 |  20 |  45 | 20.8 |   + |  60 |  24 |  40 | 10 | -2.17 |  8.17 | 28.85 |  5.888 |          |                                            |
|            DDO210 |  20 |  46 | 51.8 |   - |  12 |  50 |  53 | 10 | -5.38 |  6.75 | 24.86 |  0.938 |          |                                            |
|             KKR56 |  20 |  48 | 24.1 |   + |  58 |  37 |   6 | 10 |  -2.8 |  8.01 | 28.85 |  5.888 |          |                                            |
|          Cepheus1 |  20 |  51 |  9.7 |   + |  56 |  53 |  24 |  8 | -1.76 |  9.39 | 28.89 |  5.998 |          |                                            |
|            IC5052 |  20 |  52 |  6.2 |   - |  69 |  12 |  14 |  7 | -1.04 |  9.35 |  28.9 |  6.026 |          |                                            |
|             KKR59 |  21 |   3 | 24.2 |   + |  57 |  17 |  14 |  8 | -1.41 |  9.16 | 28.85 |  5.888 |          |                                            |
|             KKR60 |  21 |   5 | 53.0 |   + |  57 |  12 |  19 | 10 | -1.57 |  8.42 | 28.85 |  5.888 |          |                                            |
|           Segue 3 |  21 |  21 | 31.0 |   + |  19 |   7 |   2 | -3 |   0.0 |  3.19 |  16.1 |  0.017 |          |                                            |
|           NGC7090 |  21 |  36 | 28.6 |   - |  54 |  33 |  26 |  6 | -0.62 |  9.73 | 29.13 |  6.699 |          |                                            |
|            IC5152 |  22 |   2 | 41.9 |   - |  51 |  17 |  43 |  9 | -2.22 |  8.72 | 26.47 |  1.968 |          |                                            |
|            IC5201 |  22 |  20 | 57.4 |   - |  46 |   2 |   3 |  6 | -0.68 | 10.01 | 29.72 |   8.79 |          |                                            |
|        ESO238-005 |  22 |  22 | 30.1 |   - |  48 |  24 |  18 | 10 |  -2.3 |  8.19 | 29.46 |  7.798 |          |                                            |
|        AM2220-460 |  22 |  23 | 43.0 |   - |  45 |  52 |  56 | 10 |   0.0 |  7.62 | 29.72 |   8.79 |          |                                            |
|             KK258 |  22 |  40 | 43.9 |   - |  30 |  47 |  59 | -3 |   0.0 |  7.06 | 26.51 |  2.004 |          |                                            |
|            Tucana |  22 |  41 | 49.0 |   - |  64 |  25 |  12 | -1 |   0.0 |  6.62 | 24.72 |  0.879 |          |                                            |
|          PiscesII |  22 |  58 | 31.0 |   + |   5 |  57 |   9 | -3 |   0.0 |   4.7 |  21.3 |  0.182 |          |                                            |
|           NGC7462 |  23 |   2 | 47.2 |   - |  40 |  50 |   6 |  6 |   0.0 |  9.48 | 30.02 | 10.093 |          |                                            |
|           ApplesI |  23 |  15 |  3.3 |   - |  42 |  32 |  22 | -3 |   0.0 |  6.25 |  29.6 |  8.318 |          |                                            |
|           NGC7640 |  23 |  22 |  6.6 |   + |  40 |  50 |  44 |  5 | -0.51 |  9.71 | 29.49 |  7.907 |          |                                            |
|          UGC12588 |  23 |  24 | 42.4 |   + |  41 |  20 |  53 |  8 | -1.34 |  8.78 | 29.49 |  7.907 |          |                                            |
|           UGCA438 |  23 |  26 | 27.5 |   - |  32 |  23 |  26 | 10 | -3.85 |  7.57 | 26.69 |  2.178 |          |                                            |
|          Cas dSph |  23 |  26 | 31.8 |   + |  50 |  40 |  32 | -3 | -6.14 |  7.62 |  24.5 |  0.794 |          |                                            |
|        ESO347-017 |  23 |  26 | 56.1 |   - |  37 |  20 |  49 |  7 | -1.77 |  8.37 |  29.4 |  7.586 |          |                                            |
|           Pegasus |  23 |  28 | 34.1 |   + |  14 |  44 |  48 | 10 | -4.58 |  7.13 |  24.4 |  0.759 |          |                                            |
|            DDO217 |  23 |  29 | 58.7 |   + |  40 |  59 |  25 |  8 | -1.08 |  9.47 | 29.93 |  9.683 |          |                                            |
|            IC5332 |  23 |  34 | 27.5 |   - |  36 |   6 |   6 |  7 | -0.52 |  9.62 | 29.46 |  7.798 |          |                                            |
|           NGC7713 |  23 |  36 | 15.0 |   - |  37 |  56 |  20 |  6 | -0.64 |  9.43 | 29.46 |  7.798 |          |                                            |
|          UGC12713 |  23 |  38 | 14.5 |   + |  30 |  42 |  33 |  7 | -1.61 |   8.9 | 30.43 |  12.19 |          |                                            |
|           UGCA442 |  23 |  43 | 46.0 |   - |  31 |  57 |  33 |  8 |  -2.2 |  8.01 | 28.15 |  4.266 |          |                                            |
|             KKH98 |  23 |  45 | 34.0 |   + |  38 |  43 |   4 | 10 | -3.61 |  6.58 | 26.95 |  2.455 |          |                                            |
|        ESO348-009 |  23 |  49 | 23.4 |   - |  37 |  46 |  25 | 10 | -2.06 |  8.47 |  30.3 | 11.482 |          |                                            |
|          Peg dSph |  23 |  51 | 46.4 |   + |  24 |  35 |  10 | -3 | -6.37 |  7.22 | 24.56 |  0.817 |          |                                            |
|        ESO149-003 |  23 |  52 |  2.8 |   - |  52 |  34 |  39 | 10 | -2.38 |   7.8 | 28.85 |  5.888 |          |                                            |
|           And XXI |  23 |  54 | 47.7 |   + |  42 |  28 |  15 | -3 |   0.0 |  6.66 | 24.67 |  0.859 |          |                                            |
|           NGC7793 |  23 |  57 | 49.4 |   - |  32 |  35 |  24 |  6 | -0.38 |  9.76 | 27.96 |  3.908 |          |                                            |
|          And XXIX |  23 |  58 | 55.6 |   + |  30 |  45 |  20 | -2 |   0.0 |  5.96 | 24.32 |  0.731 |          |                                            |
